date,resid
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,1.5402230485656014
2022-01-06,0.6498827790200523
2022-01-07,1.2401856587461684
2022-01-08,1.079971021344242
2022-01-09,1.0510565725159484
2022-01-10,0.2626451786433637
2022-01-11,0.7486323377388356
2022-01-12,1.8422862095464283
2022-01-13,1.421645213646488
2022-01-14,0.9224521428690509
2022-01-15,0.7728525481274102
2022-01-16,0.9342536727637728
2022-01-17,1.1443573823843738
2022-01-18,1.0880098777223834
2022-01-19,0.6081906396900069
2022-01-20,1.1137032281562813
2022-01-21,1.6383134412413876
2022-01-22,1.1762293080292718
2022-01-23,0.7246504717850782
2022-01-24,0.3706722825549385
2022-01-25,1.0023952856959557
2022-01-26,0.5944720538323375
2022-01-27,2.5268169589870566
2022-01-28,0.42884278216543475
2022-01-29,0.6831634869866985
2022-01-30,1.1000961201194084
2022-01-31,1.0683536965869151
2022-02-01,0.6359422814698524
2022-02-02,0.8645254619848008
2022-02-03,1.7399750809076198
2022-02-04,0.9273814062085025
2022-02-05,0.7746105679219257
2022-02-06,1.7423581196597098
2022-02-07,0.4899691091243439
2022-02-08,0.8330408310349952
2022-02-09,1.3446391693826683
2022-02-10,0.3860414798452448
2022-02-11,1.0337527065861147
2022-02-12,0.7970240681511483
2022-02-13,0.6495633340836637
2022-02-14,1.4048549315288392
2022-02-15,1.4225024717088803
2022-02-16,0.6728917715719224
2022-02-17,1.5824882852634266
2022-02-18,0.7169371640304192
2022-02-19,1.4507629105672584
2022-02-20,0.6195051092123413
2022-02-21,0.8237161834554187
2022-02-22,0.37422757332649004
2022-02-23,1.2353872368703263
2022-02-24,1.1434646365036365
2022-02-25,0.8848275125691882
2022-02-26,0.5076719490451612
2022-02-27,1.443474075741475
2022-02-28,0.5776058603498363
2022-03-01,1.5854147659548696
2022-03-02,0.5778181473303353
2022-03-03,0.9021500233334866
2022-03-04,0.7417748747693007
2022-03-05,2.396480928771853
2022-03-06,0.3206938750490196
2022-03-07,0.7240307854576293
2022-03-08,1.1914183967129073
2022-03-09,0.8226393623552692
2022-03-10,0.5675416101599201
2022-03-11,1.3224584174344893
2022-03-12,1.031911281042845
2022-03-13,1.0673905597915339
2022-03-14,0.6912537161159662
2022-03-15,0.2084982194247588
2022-03-16,2.0715663709965297
2022-03-17,0.42846026695867484
2022-03-18,0.6747236823645354
2022-03-19,1.5322069260851832
2022-03-20,1.2298998491715598
2022-03-21,0.5779974575432938
2022-03-22,1.15832344124866
2022-03-23,1.0426125251828686
2022-03-24,0.7226696502702981
2022-03-25,1.3617150680447894
2022-03-26,1.0107076245830608
2022-03-27,0.196484829414362
2022-03-28,1.060380907806416
2022-03-29,1.603832457113529
2022-03-30,0.7819593938871516
2022-03-31,0.7893236471398889
2022-04-01,0.7901894394857012
2022-04-02,0.8513268068603472
2022-04-03,0.7103138617317761
2022-04-04,1.3229165946357284
2022-04-05,1.5261693989424914
2022-04-06,0.9721079896684535
2022-04-07,0.965103699613112
2022-04-08,1.2170328420650307
2022-04-09,0.5623601874585628
2022-04-10,0.4724096975153918
2022-04-11,1.3156577930190716
2022-04-12,0.17374851618729895
2022-04-13,2.578199450859812
2022-04-14,0.1771249142819358
2022-04-15,0.5637207539755312
2022-04-16,1.3663269739733968
2022-04-17,0.9935459298688493
2022-04-18,2.2836060264545313
2022-04-19,0.2294791723228477
2022-04-20,0.868843770985724
2022-04-21,0.9385320133380497
2022-04-22,0.5083736254033882
2022-04-23,1.1257764503865313
2022-04-24,0.18541526156003174
2022-04-25,1.3625168377019425
2022-04-26,1.7130135398747788
2022-04-27,1.0403260942065906
2022-04-28,1.0265193895884919
2022-04-29,0.1792342910076048
2022-04-30,1.3175295820457757
2022-05-01,1.1237973779918995
2022-05-02,0.33831200391918986
2022-05-03,1.6469911430254385
2022-05-04,0.6875198535626165
2022-05-05,1.0840044754054472
2022-05-06,0.9985910498995123
2022-05-07,1.1035717866708203
2022-05-08,2.0112405455331217
2022-05-09,0.18696189690271015
2022-05-10,0.5528361878686786
2022-05-11,0.20806521884131815
2022-05-12,2.4919643112768903
2022-05-13,0.48207843788252325
2022-05-14,2.4593885531521145
2022-05-15,0.43881611902540835
2022-05-16,0.2768007304793371
2022-05-17,0.9477191792034491
2022-05-18,0.47438869895820535
2022-05-19,1.7744120877172498
2022-05-20,0.5907158323349229
2022-05-21,0.8513268068603475
2022-05-22,0.9184523421462036
2022-05-23,1.2917367422369066
2022-05-24,0.3362874506850948
2022-05-25,1.5000433168638903
2022-05-26,1.5653494229681553
2022-05-27,0.8177141804837514
2022-05-28,0.9352604357057337
2022-05-29,0.9052939991355131
